Query	Candidate	Label
내일을 위해 일찍 자요	일찍 자야지	1
전 밥먹을때 예능 프로그램 보면서 먹어요	난 밥 먹을 때 예능 보면서 먹는 편이야	1
좋아하는 예능 있어요?	예능 어떤 거 좋아해?	1
요즘은 진짜 별의별 예능이 다 나오는 것 같아요	최근에는 별의별 예능이 다 나오더라고	1
드라마에 한 번 빠지면 완결 날때까지 못 빠져나오겠더라구요	드라마 한번 빠지면 빠져나오기 힘들지	1
요즘 드라마에 빠졌어요	난 요즘 드라마에 푹 빠졌어	1
재밌게 본 드라마 있어요?	재밌게 본 인생드라마 있어?	1
요즘엔 웹드라마도 많이 나오는 것 같더라고요	요즘엔 웹드라마도 자주 나오더라고	1
전 옷은 인터넷으로 사는 편이에요	난 인터넷으로 옷사는 편이야	1
옷에 얼마나 투자하는 편이에요?	넌 옷에 얼마나 투자하는 편이야?	1
옷은 유행이 계속 돌고 도는 것 같아요	옷 유행은 계속 돌고 도는 것 같아	1
나가서 쇼핑하는 것보단 인터넷 쇼핑을 더 좋아해요	나가는 것보다는 인터넷으로 쇼핑하는 걸 더 좋아해	1
쇼핑 좋아해요?	쇼핑 좋아하니?	1
전 혼자서도 영화보러 자주 가요 워낙 좋아해서	난 혼영도 많이 해 워낙 좋아해서 ㅎㅎ	1
저 그 영화 봤어요 재밌더라구요	나 그 영화 봤어 재밌더라	1
어떤 영화 좋아하세요?	어떤 영화 좋아해?	1
저랑 같이 영화보러 갈래요?	나랑 영화 보러 갈래?	1
가끔 혼자 영화보는 것도 좋은 것 같아요	가끔 혼영도 좋지	1
뮤지컬은 좋아하는데 자주 못봐요	뮤지컬 좋아하긴 하는데 자주는 못봄	1
연극 보러 가는 거 좋아해요	연극 보러 가는 거 좋아해	1
연극은 데이트 코스로도 괜찮은 것 같아요	데이트 코스로 연극도 좋지	1
좋아하는 가수가 있는데, 연말에 콘서트 한대요	연말에 좋아하는 가수가 콘서트 한다더라	1
연말에 콘서트 같은 거 안가요?	연말에 콘서트 같은 건 안갈꺼야?	1
연말 콘서트는 티켓 구하기가 어렵대요	연말 콘서트는 티켓 구하는 게 힘들잖아	1
최근에서야 클래식이 조금씩 좋아지기 시작했어요	최근에 클래식이 좀 좋더라고	1
클래식을 좋아하기에는 공부해야 할 것들이 너무 많아요	클래식 좋아하고 싶은데 공부할 게 너무 많은 것 같아	1
기분 꿀꿀할 때는 힙합이죠	우울할 땐 힙합이 짱이지	1
좋아하는 힙합 가수 있어요?	좋아하는 힙합 가수 있어?	1
우울할 땐 발라드를 듣는 편이에요	꿀꿀할 땐 발라드를 듣는 편이야	1
발라드 좋아해요?	발라드 좋아해?	1
발라드를 부를 때는 감정이입이 중요한 것 같아요	발라드 부를 땐 감정을 잘 이입하는 게 중요해	1
케이팝 가수들 대단한 것 같아요	케이팝 가수들 진짜 대단해	1
요즘 케이팝이 해외에서도 인기래요	요즘 케이팝이 외국에서도 대세래	1
제일 좋아하는 아이돌은 누구에요?	어떤 아이돌을 제일 좋아해?	1
눈 오는 거 좋아해요?	넌 눈 오는 거 좋아해?	1
비올 땐 뭐 하는 걸 좋아해요?	비올 때는 뭐하는 편이야?	1
비오는 날에는 파전에 막걸리죠	비오는 날엔 파전에 막거리지	1
더울 땐 밖에 나가기 싫어지잖아요	더울 땐 나가기 싫어지잔아	1
추운 날씨엔 뭐하는 걸 좋아해요?	추운 날엔 뭐하는 걸 좋아해?	1
오늘 밖에 진짜 춥네요	오늘 밖에 정말 춥다ㅜㅜ	1
날씨와 함께 기분도 우울해지네요	날씨가 이러니깐 기분도 우울해지네	1
어떤 날씨를 제일 좋아해요?	어떤 날씨를 제일 좋아해?	1
사람마다 좋아하는 날씨가 다르잖아요	사람마다 좋아하는 날씨가 다른잔어	1
새해엔 이루고 싶은 소망 같은 거 있어요?	새해에는 이루고 싶은 소망 같은 거 있어?	1
올해에는 바라던 일들이 모두 이루어졌으면 좋겠네요	올해에는 바라던 일이 다 이뤄졌으면 좋겠다	1
전 생일선물 안받아도 돼요	난 생일선물 안받아도 됨	1
생일 선물 뭐 받고 싶어요?	생일선물로 뭐 받을래?	1
생일인데 신나게 놀아야죠!	생일인데 신나게 놀아야지	1
입학 진심으로 축하해요	입학한 거 축하해	1
졸업은 또다른 시작이죠	졸업은 새로운 시작이지	1
연말엔 오랜만에 친구들도 만나고 해야겠어요	연말엔 오랜만에 친구들이나 만나야지	1
연말에는 재밌는 이벤트들이 많더라고요	연말에 재미있는 이벤트 많더라	1
전 추석이라도 별로 갈 곳이 없네요	난 추석이라도 별로 갈 곳이 없어	1
추석 즐겁게 보내요	추석 즐겁게 보내렴	1
이번 주말에는 뭐해요?	이번 주말엔 뭐해?	1
주말엔 어딜가나 사람들이 많더라고요	주말엔 어디나 사람들이 많더라	1
전 별명 같은 거 없어요	난 별명 같은 거 없어	1
학창시절에 별명이 뭐였어요?	학창시절에 별명이 뭐였어?	1
전 반드시 결혼할 필요는 없다고 생각해요	난 결혼을 꼭 할 필요는 없다고 생각해	1
결혼하고 싶어요?	결혼하고 싶어?	1
결혼이 쉽게 결정할 수 있는 일은 아니죠	결혼이 그냥 결정할만한 일은 아니지	1
직업이 뭐에요?	직업이 뭐야?	1
나이는 숫자에 불과해요	나이는 숫자에 불과한 거야	1
가족 간에도 지켜야 할 건 지켜야죠	가족 간에도 지킬 건 지켜야지	1
제 사생활을 존중해주세요	내 사생활을 존중해줘	1
서로 프라이버시를 지켜주는 게 예의죠	서로 사생활은 지켜줘야지	1
제 특기는 사람말 들어주기입니다	내 특기가 사람말 들어주기야	1
제일 잘하는 게 뭐에요?	넌 뭘 제일 잘해?	1
누구나 본인이 자신있는 거 하나쯤은 있지 않나요?	본인이 자신있는 거 누구나 하나쯤은 있잔아	1
전 답답할 때 나가서 엄청 시끄러운 음악을 들어요	난 답답하면 나가서 정말 시끄러운 음악을 듣는 편이야	1
마음이 답답할 때 어떻게 대처해요?	넌 답답하면 어떻게 해?	1
자신을 답답하게 하는 것들을 한번 적어보세요	널 답답하게 하는 것들을 적어봐	1
보고 싶은 사람 있어요?	보고 싶은 사람 있니?	1
보고 싶으면 연락해봐요	보고 싶으면 연락해봐	1
용기를 내봐요	용기를 내봐	1
전 우울하면 가만히 혼자 생각할 시간을 갖는 편이에요	난 우울하면 가만히 혼자 생각할 시간을 갖곤 해	1
무슨 일이 있었길래 그렇게 우울해해요?	무슨 일이길래 그리 우울해해?	1
누가 우울하게 만들었어요?	누가 널 이렇게 우울하게 만든거야?	1
우울할 땐 불닭볶음면이죠	우울할 땐 불닭볶음면이지	1
전 너무 힘들면 확 울어버려요	난 힘들면 그냥 울어버려	1
뭐가 당신을 제일 힘들게 하나요?	뭐가 널 제일 힘들게 하니?	1
힘들면 잠깐 쉬어요 괜찮아요	힘들면 괜찮으니깐 좀 쉬어	1
매일 똑같은 일들만 하는 건 너무 지루해요	매일 똑같은 일들만 하는 건 정말 지루해	1
지루할 땐 뭔가 짜릿한 자극이 필요해요	지루할 땐 무언가 짜릿한 자극이 필요해	1
저도 심심해 미칠것 같아요	나도 심심해 미칠 것 같아	1
심심할 땐 뭐하고 놀아요?	심심하면 뭐하고 놀아?	1
전 아무리 화나도 웬만하면 참는 편이에요	난 아무리 화나도 그냥 참는 편임	1
미안해요 화 풀어요	미안하다 그만 화풀어	1
왜 화났어요?	왜 화난거야	1
일단 진정해요	일단 진정해봐	1
전 스트레스 받으면 음악을 크게 들어요	난 스트레스 받으면 음악 엄청 크데 틀어	1
스트레스는 주기적으로 풀어주는 게 좋죠	스트레스는 종종 풀어줘야지	1
스트레스는 만병의 근원이잖아요	스트레스는 만병의 근원이라잖아	1
전 사랑하는 사람과 밥 먹을 때 제일 행복해요	난 사랑하는 사람과 밥먹을 때 제일 행복해	1
최근에 언제 제일 행복했어요?	언제 제일 행복했어 최근에?	1
행복한 상상을 하면 진짜로 행복감을 느낀대요	행복한 상상을 하면 진짜 행복해진대	1
저도 싫어하는 일은 아무리 노력해도 못하겠더라구요	난 싫어하는 일은 도저히 못하겠더라	1
전 정말 싫어해요	난 싫어	1
그런말 들으면 기분 나쁠 거란 생각은 안해봤어요?	그런 말들으면 내가 기분 나쁠 거란 생각은 안해?	1
전 짜증나면 얼굴이 바로 티가 나더라구요	난 짜증나면 얼굴에 티가 바로 나던데	1
짜증내지 말아요	짜증 내지 마	1
웃겨서 숨넘어갈 뻔했어요	웃다가 죽는 줄 알았네	1
전 너무 외로워서 혼자 대화한적도 있어요	난 외로워서 나 자신이랑 대화한 적도 있어	1
최근에 외로운 적 있어요?	최근에 외로운 적 있니?	1
외로움을 어떻게 해결하면 될까요?	이 외로움을 어떻게 해결할까	1
외로울 땐 더 적극적으로 새로운 사람을 만나봐요	외로우면 새로운 사람을 열심히 만나봐	1
너무 황당해서 말이 안나오네요	황당해서 말이 안나온다	1
정말 황당하군요	정말 어이없네	1
최근에 황당한 일 겪은 적 있어요?	최근에 황당한 일 겪은 적 있어?	1
너무 황당하면 오히려 침착해지는 것 같아요	너무 황당하면 오히려 침착해지는듯	1
만사가 다 귀찮네요	모든게 다 귀찮다	1
제일 귀찮게 하는 일이 뭐에요?	널 가장 귀찮게 하는 일이 뭐야?	1
귀찮아도 할 건 해야죠	아무리 귀찮아도 할건 해야지	1
그렇게 안타까운 일이 있었다니.. 힘내요	어떻게 그런일이.. 힘내	1
정말 불쌍해요	정말 불쌍하다	1
전 남들보다 불안함을 잘 느끼는 편이에요	난 남들보다 잘 불안해하는 편이야	1
하지 말아요 불안해요	하지 마 불안하다	1
불안하더라도 도전은 가치가 있어요	도전은 항상 가치가 있지	1
요즘 한숨이 많이 늘었어요	요즘 한숨이 많이 늘었어	1
말만 들어도 설레네요	듣기만 해도 설렌다	1
삐졌어요 말걸지 말아요	삐졌어 말걸지 마	1
삐졌어요?	삐진거야?	1
그러다 삐져요	삐지겠다	1
그런말 들으니 질투나요	그런말 들으니 질투나네	1
누구한테 질투심 느끼는거에요?	누구한테 질투심 느끼는거니	1
저는 좀 부담스럽네요	난 좀 부담스럽다	1
부담스러우면 하지 말아요	부달스러우면 하지마	1
저는 파란색이 제일 좋아요	난 파란색이 제일 좋더라	1
무슨 색깔을 제일 좋아해요?	무슨 색깔이 제일 좋아?	1
좋아하는 색깔을 보면 성격을 알 수 있대요	좋아하는 색깔로 성격을 알 수 있다잖아	1
강아지 키우고 싶은데 책임질 자신이 없어요	강아지 키우고 싶긴 한데 자신이 없다	1
강아지 좋아해요?	강아지 좋아해?	1
반려동물로는 강아지를 제일 많이 키우는 것 같아요	애완동물로 강아지를 많이 키우던데	1
고양이님 모시고 살고 싶네요	고양이 키우고 싶다	1
고양이 주인을 집사라고 부르더라고요?	고양이 주인을 집사라고 하더라고	1
전 악기 잘하는게 없어요 하나 배울껄..	난 악기 잘하는 거 없어 배울껄 그랬나봐	1
악기 하나 정도는 배워두면 좋죠	악기 하나 정도는 배워두면 좋지	1
전 컴퓨터 잘 몰라요	난 컴퓨터 잘 몰라	1
신발은 편한게 최고죠	신발은 편한 게 짱이지	1
어떤 신발 브랜드가 제일 좋아요?	어떤 신발 브랜드 좋아해?	1
부먹보단 찍먹이죠	역시 부먹보다는 찍먹이지	1
갤럭시보단 아이폰이죠	갤럭시보단 아이폰이 짱이지	1
키 큰 사람 보면 부럽지 않아요?	키큰 사람 보면 부럽지 않냐	1
키 작아도 매력있어요	키 작아도 충분히 매력적이야	1
이미 충분히 예뻐요	넌 이미 예뻐	1
전혀 안뚱뚱해요	뚱뚱한 편 아니야	1
단정한 헤어스타일을 좋아해요	헤어스타일 단정한 게 좋아	1
어떤 머리든 얼굴이 중요하죠	어떤 헤어스타일이든 얼굴이 중요하지	1
성형하는 거에 대해 어떻게 생각해요?	성형에 대해 어떻게 생각해?	1
저는 성형하는 건 개인의 선택이라고 생각해요	난 성형은 개인의 선택이라고 생각해	1
잘생긴 사람 보면 부러워요	잘생긴 사람 보면 부럽더라	1
잘생겼어요	너 잘생겼어	1
전 제가 못생겼다고 생각하지 않아요	난 내가 못생겼다고 생각하지 않아	1
못생겨도 마음이 맞으면 되지 않아요?	못생겨도 마음만 맞으면 되지	1
못생기지 않았어요	못생긴 편 아니야	1
날씬한 사람 보면 멋있어요	날씬한 사람 보면 멋있더라	1
그정도면 날씬하죠	그정도면 날씬한 편이지	1
전 적당히 근육이 있는게 좋던데요	난 근육 적당히 있는게 좋던데	1
너무 마른 사람도 싫어요	너무 마른 사람도 싫더라	1
완전 변태네요	이거 완전 변태 아니야	1
투덜거리지 말아요	그만 투덜대	1
전 너무 게으른 것 같아서 걱정이에요	난 너무 게을러서 걱정이야	1
당신은 게으른 편이에요?	너 게으른 편이야?	1
착하기만 한 사람도 별로에요	착하기만 해도 난 별루	1
전 착한 편은 아니에요	난 착한 편은 아니야	1
전 애교 같은 거 없어요	난 애교같은 거 없어	1
애교 부리지 마요	애교부리지 마	1
전 보다시피 무뚝뚝한 편은 아니에요	난 무뚝뚝한 편은 아니야	1
무뚝뚝한 사람 좋아해요?	무뚝뚝한 사람 좋아해?	1
전 까다로운 성격은 아닌걸요	난 까다로운 편은 아니야	1
까다롭네요	까다롭구만	1
제 건망증은 중증이에요	내 건망증은 중증이야	1
건망증 심해요?	건망증 심해?	1
진짜 피곤하면 커피도 소용없더라고요	진짜 피곤하면 커피도 소용없던데	1
오늘 정말 피곤해요	오늘 정말 피곤하다	1
자도자도 피곤하면 어떡하죠?	자도자도 또 피곤하면 어떡하지	1
피곤하면 중간에 잠깐 눈 좀 붙여요	피곤하면 눈 좀 붙여	1
아파서 쉬는 중이에요	아파서 쉬는 중임	1
많이 아파요?	많이 아프냐	1
일단 병원 가봐요	일단 병원 가봐	1
속 많이 안좋아요?	속 많이 안좋아?	1
속 안좋으면 병원 가봐요	병원 가봐 속 안좋으면	1
어제 가위눌려서 거의 못잤어요	어제 가위눌려서 거의 못잠 ㅠㅠ	1
가위 눌려봤어요?	가위 눌려 봤어?	1
변비 걸리면 진짜 고통이죠ㅠㅠ	변비 걸리면 정말 고통이지	1
요즘 변비 때문에 고생이에요	변비 때문에 요즘 고생이야	1
변비에 걸린 적 있어요?	변비에 걸린 적 있어?	1
변비엔 물 많이 먹는 게 좋대요	변비엔 물 많이 먹는 게 좋다던데	1
불면증엔 차가 좋대요	불면증엔 차가 좋대	1
방귀도 참으면 병나요	방귀도 참으면 병나	1
운동은 제 적성이랑 안맞아요	운동은 내 적성이랑 안맞아	1
운동 좋아해요?	운동 좋아해?	1
전 감기 걸리면 입맛이 없더라구요	난 감기 걸리면 입맛이 없던데	1
감기 걸려서 죽겠어요	감기 걸려서 죽겠어	1
감기 걸렸어요?	감기 걸렸어?	1
감기 조심하세요	감기 조심해라	1
이번 감기 엄청 지독하대요	이번 감기 엄청 지독하대	1
전 입원하면 답답해서 싫어해요	난 입원하면 답답해서 싫더라	1
몸이 너무 안좋아서 입원했어요	몸이 안좋아서 입원했어	1
다이어트 해야죠	살빼야지	1
저도 다이어트 해야하는데	나도 살빼야 하는데	1
다이어트하는 거에요?	다이어트 하는거야?	1
이번엔 꼭 성공하길 바래요	이번엔 성공하길 바라	1
시험 망했어요	시험 망함	1
시험 잘 봤어요?	시험 잘 봤어?	1
성적이 인생의 전부는 아니에요	성적이 인생의 전부는 아니야	1
중간고사 잘 봤어요?	중간고사 잘 봤어?	1
다음에 잘보면 되죠	다음에 잘보면 되지	1
기말고사 잘 봤어요?	기말고사 잘 봤어?	1
다음 기회를 노려봐요	다음 기회를 노려봐	1
공부는 제 체질이 아닌가봐요	공부는 내 체질이 아닌가벼	1
전 봐도 모르겠네요	난 봐도 모르겠던데	1
모르는 거 많아요?	모르는 거 많아?	1
모르면 천천히 알아가면 되죠	모르면 천천히 알아가면 되지	1
일단 책상에서 일어나질 말아요	일단 책상에서 일어나질 말아봐	1
공부는 평생 해야한다고 하잖아요	공부는 평생하는 거라고 하잖아	1
전 학창시절에 선생님이랑 별로 안친했어요	난 학생 때 선생님이랑 별로 안친했어	1
스승의 날에 선생님 찾아갔어요?	스승에 날에 선생님 찾아갔어?	1
좋은 선생님은 인생을 바꿔주신다고 하잖아요	좋은 스승이 인생을 바꾼다잖아	1
교수님의 머릿속으로 들어가보고 싶네요	교수님 머릿속으로 들어가보고 싶다	1
교수님에게 부탁해봤어요?	교수님께 부탁해봤어?	1
숙제 하기 싫어요	숙제하기 싫다	1
숙제 다했어요?	숙제 다 했어?	1
숙제 하긴 해야죠	숙제 하긴 해야지	1
과제 너무 어렵네요	과제 너무 어렵다	1
과제 다했어요?	과제 다 했어?	1
과제 하긴 해야죠	과제 하긴 해야지	1
얼른 방학이 왔으면 좋겠네요	얼른 방학이 왔으면 좋겠다	1
이번 방학에는 여행가고 싶어요	이번 방학엔 여행가고 싶당	1
방학에는 뭐할꺼에요?	방학에 뭐할꺼야?	1
방학에 여행은 안가요?	방학에 여행은 안가니?	1
방학에는 무조건 놀아야죠	방학엔 무조건 놀아야지	1
저는 운명이 있다고 믿어요	난 운명이 있다고 생각해	1
당신은 운명을 믿나요?	넌 운명을 믿어?	1
우리가 만난 것도 운명이에요	우리가 만난 것도 운명이야	1
운명적이네요	운명적인걸?	1
이 또한 운명인거죠	이 또한 운명인거지	1
저 사주보는 것 좋아해요	난 사주보는 거 좋아해	1
같이 사주 보러 갈래요?	같이 사주 보러 갈까?	1
어떤 선택이든 당신을 존중할께요	어떤 선택을 해도 널 존중할께	1
잘 생각하고 선택한 거에요?	잘 생각하고 결정한 거야?	1
인생은 선택의 연속이죠	인생은 선택의 연속이라잖아	1
유난히 재수 없는 날이 있죠	특히 재수없는 날이 있지	1
운도 실력이죠	운도 실력이야	1
버스 타고 가고 있어요	버스 타고 가는중	1
버스 자주 타요?	버스 자주 타?	1
아직 버스에요?	아직 버스야?	1
지하철에 사람이 너무 많네요	지하철에 사람이 왜이리 많지	1
사람 많으면 숨막히잖아요	사람 많으면 숨막히잖아	1
택시 타고 가는 중이에요	택시 타고 가는 중이야	1
차가 정말 많이 막히네요	차가 진짜 많이 막히네	1
차 많이 막혀요?	차 많이 막혀?	1
전 휴게소에서 뭐 먹는게 제일 재밌어요	난 휴게소에서 뭐 먹는게 그렇게 재밌더라	1
휴게소 들렀다 가나요?	휴게소 들렀다 가는거야?	1
저 등산 가는 거 정말 좋아해요	나 등산하는 거 진짜 좋아해	1
등산 좋아하세요?	등산 좋아해?	1
등산하다보면 머리가 맑아지더라구요	등산하다보면 머리가 맑아지더라고	1
전 드라이브하는 거 좋아해요	난 드라이브하는 거 좋아해	1
드라이브 갈만한 코스 아는데 있어요?	드라이브하러 갈만한 코스 알아?	1
휴가 때 어디 갈 지 고민이에요	휴가 때 어디 갈지 고민이야 ㅠ	1
휴가가 언제에요?	휴가가 언제야?	1
휴가 때 뭐할꺼에요?	휴가 때 뭐할꺼야?	1
휴가는 필요할 때 바로바로 가야죠	휴가는 필요할 때 바로 가야지	1
휴가 아껴봤자 좋을 거 없어요	휴가 아껴봤자 좋을 거 없어	1
일본에도 놀러가고 싶네요	일본도 놀러가고 싶다	1
일본이 가까워서 해외여행으로 많이 가는 것 같아요	일본이 가까워서 여행으로 많이 가더라	1
바다도 보러가고 싶어요	바다도 보러가고 싶다	1
저 바다 엄청 좋아해요	나 바다 엄청 좋아해	1
바다 좋죠	바다 좋지	1
바다 보러 갈까요?	바다 보러 갈까	1
겨울 바다가 은근히 매력있다고 하더라고요	겨울 바다가 나름 매력있다고 하더라고	1
전 나중에 제주도에 살려구요	난 나중에 제주도에 살려고	1
제주도 놀러가요?	제주도 놀러가?	1
당장 오늘이라도 여행가고 싶네요	당장 오늘이라도 여행가고 싶다	1
여행 간다면 어디 갈래요?	여행 간다면 어디 갈래?	1
계곡 놀러가고 싶어요	계곡 놀러가고 싶다	1
저도 계곡 데려가 주세요	나도 계곡 데려가주라	1
