Query	Candidate	Label
싫어	음 싫어요	1
힘들다	아 너무 힘들다	1
힘들다	힘들게 한다 진짜	0
힘들다	힘들겠다	0
힘들다	아 힘들었다	0
힘들다	이거 힘들걸?	0
힘들다	잠깐 힘들다 말았어	0
힘들다	와 진짜 진짜 힘들다	1
힘들다	많이 힘들지?	0
너 좋아	너 진짜 좋아	1
너 좋아	너 안좋아	0
너 좋아	너 싫어요	0
너 좋아	너 싫어	0
너 좋아	너 나 좋아?	0
너 좋아	나 좋아해줘	0
잘잤어?	안녕히 주무셨나요?	1
잘잤어?	안녕 잘 잤어?	1
잘잤어?	잘갔어?	0
잘잤어?	잘 못잤구나?	0
잘잤어?	나는 잘잤어	0
일어났어?	일어나셨어요?	1
일어났어?	일어났니?	1
일어났어?	일어나라 잠꾸러기야	0
일어났어?	일어 점수 나왔어?	0
일어났어?	일어나셨습니까?	1
일어났어?	다시 잠들었어?	0
일어났어?	앉았어?	0
뭐해?	뭐 하고 계세요?	1
뭐해?	지금 뭐하고 있어?	1
뭐해?	회사에서는 평소엔 뭐해?	0
뭐해?	나 뭐하고 있게?	0
뭐해?	주말에는 보통 뭐해?	0
뭐해?	나 그럼 그동안 뭐하고있어?	0
뭐해?	뭐 해보면 되지	0
밥 먹었어?	아침은 먹었어요?	<
아침은 먹었어?	점심은 먹었어?	0
밥 먹었어?	커피 먹었어?	0
밥 먹었어?	너 밥 안먹었지 ㅡㅡ	0
밥 먹었어?	어머니는 밥 드셨어?	0
밥 먹었어?	음 밥은 챙겨 먹었어요?	1
맛있다	우와 이거 맛있다	1
맛있다	맛없다	0
맛있다	맛있었으면 좋겠다	0
맛있다	맛있다고 해주라	0
맛있다	여기 있다	0
맛없다	맛없지?	0
맛없다	아 맛 별로 없네	1
맛없다	여기 없다	0
맛없다	어이없다	0
잘 준비 끝	잘 준비 끝?	0
잘 준비 끝	밥 먹을 준비 끝	0
잘 준비 끝	잘 준비 시작	0
잘 준비 끝	잘 준비 끝났습니다아	1
잘 준비 끝	나갈 준비 끝	0
잘 준비 끝	자 이제 잘준비 하자	0
수학 어렵다	국어 어렵다	0
수학 어렵다	흐 수학 진짜 어렵네요	1
수학 어렵다	수학 어떻게 하면 잘하냐?	0
수학 어렵다	수학 어려워?	0
수학 어렵다	수학 쉽네	0
수학 어렵다	국어 쉽다	0
수학 어렵다	수학 공부하는거 너무 어렵다	1
알았어	알았어?	0
알았어	알았냐 닝겐?	0
알았어	응응 알았어요	1
알았어	알았다요	1
알았어	나 원래 그거 알았거든	0
알았어	이제야 알았어	0
화이팅	화이팅이다요	1
화이팅	화이타 와퍼	0
화이팅	화이팅이야!	1
화이팅	홧팅홧팅	1
화이팅	데이팅 어플 써봤어?	0
화이팅	화이팅 할 수 있을까	0
화이팅	화이팅 할 수 있지?	0
대박	우와 대박	1
대박	대박사건	1
대박	대방역이야	0
대박	대박쓰	1
대박	야 빨리 대봐	0
대박	대박 터졌으면 좋겠다	0
대박	뭐가 대박이야?	0
다행이다	어휴 진짜 다행이다	1
다행이다	다행쓰	1
다행이다	다행인건가?	0
다행이다	다행인거 맞지?	0
다행이다	이왕이면 다홍치마다	0
다행이다	이거 다 거짓말이야	0
다행이다	급행이다	0
다행이다	다했다	0
아닌데	음 아닌데	1
아닌데	아니 그렇지는 않은데	1
아닌데	지금 안이지	0
아닌데	안인데 곧 나갈거야	0
히히	흑흑	0
히히	후욱후욱	0
히히	헤헤	1
귀여워	귀엽다아	1
귀여워	별로 안 귀여워	0
귀여워	이게 귀여워?	0
귀여워	귀여워 해주세요	0
귀여워	옛날엔 귀여웠는데	0
귀여워	우와 무진장 귀여워	1
그래?	그랭?	1
그래?	안그래?	0
그래?	그러셨군요	0
그래?	그래그래	0
그래?	그래	0
배고파	배불러	0
배고파	안 배고파	0
배고파	배고파요?	0
배고파	배고파졌어	1
배고파	배고팠었나보네	0
배고파	배고파 죽겠어	0
배고파	배고팠니?	0
배고파	자기의 팔을 베고 자고파	0
배고파	자기의 팔을 베고파	0
배고파	진짜 너무너무 배고파	1
배고파	아무것도 못먹어서 배고파	<
배고파	밥을 먹어도 배고파	<
왜?	왜왜?	1
왜?	왜지?	1
우와	크와앙	0
우와	우리 집에 와	0
우와	흑흑	0
글쎄	글쎄?	1
힘내	이제 힘내야지	0
힘내	힘내자 화이팅	1
힘내	인내심	0
힘내	좀 싫네	0
힘내	힘냈어요?	0
설마	에이 설마	1
설마	그럼그럼	0
설마	제발	0
무서워	별로 안 무서워	0
무서워	무서웠어?	0
무서워	추워	0
무서워	흑 너무 무서워	1
어디서?	언제?	0
어디서?	왜?	0
어디서?	음 어디서요?	1
어디서?	누구랑요?	0
뭐하고 있어?	어디에서 만나?	0
뭐하고 있어?	지금 뭐하고 있어요?	1
몰라	알지	0
몰라	몰라?	0
몰라	몰랐어?	0
몰라	몰랐을리가 없지	0
몰라	몰랐다고 말해줘	0
너무해	너무하네 진짜	1
너무해	너무했네 걔가	0
너무해	너무너무 사랑해	0
너무해	너 뭐해?	0
너무해	넘행	1
너무해	너무 지루해	0
오케이	오키	1
오케이	노우노우	0
오케이	오케바리	1
오케이	땡큐	0
오케이	식케이	0
토닥토닥	토닥토닥 해주세요	0
토닥토닥	퍽퍽	0
토닥토닥	툭툭	0
밥은 먹었어?	밥 먹을거지?	0
밥 먹었어?	밥은 먹었어?	1
메롱	방긋방긋	0
메롱	쓰담쓰담	0
메롱	멜론 결제 해야하는데	0
메롱	메롱이다	1
땡큐	고마워	1
땡큐	감사합니다	1
땡큐	고맙지는 않아	0
땡큐	유어 웰컴	0
땡큐	파인 땡큐 앤 유?	0
걱정마	걱정 붙들어매세요	1
걱정마	걱정하게 된다	0
걱정마	걱정이 안될리가 없잖아	0
걱정마	걱정돼?	0
걱정마	에이 걱정하지 말아요	1
잘가	잘 왔어	0
괜찮아	고마워	0
괜찮아	미안해	0
괜찮아	안 괜찮아	0
괜찮아	괜찮아?	0
그래	구랭	1
그래	안그래?	0
그래	그러지 말아요	0
그래	그레이 색은 어때?	0
그래	미안	0
그래	그지야	0
그래	그래 그래요	1
어떡해	어떻게 할거야?	0
어떡해	어떡할거냐 책임져	0
어떡해	어떻게 했으면 좋겠어?	0
어떡해	똑똑해	0
어떡해	어떻게 했어?	0
피곤하겠다	헐 피곤하겠네	1
피곤하겠다	많이 피곤하네	0
피곤하겠다	피곤하지는 않아	0
피곤하겠다	쌩쌩하겠다	0
피곤하겠다	졸고 있는건 아니지?	0
피곤하겠다	피곤하게 만들어줄게	0
인정	인정 어 인정	1
인정	노인정	0
인정	인정머리 없네	0
인정	인정?	0
수고했어	수고하셨습니다	1
수고했어	어휴 수고했어요	1
수고했어	수고 많았어	1
수고했어	그럼 수고해라	0
수고했어	고생만 시키고	0
수고했어	수고하십시오	0
두근두근	도키도키	1
두근두근	둑흔둑흔	1
두근두근	두근두근 거리니?	0
두근두근	두근두근 거리네	1
두근두근	이두박근 삼두박근	0
조심해	조심했었어야 하는데	0
조심해	헉 꼭 조심해	1
조심해	좀 심해	0
조심해	감기가 조금 심하네	0
조심해	좀 씻어라	0
조심해	차 타지 마	0
조심해	요즘 조심하는 중이야	0
나도	너도?	0
나도	나도 가?	0
나도	저도 저도	1
나도	하나도 안기뻐	0
신기하네	이게 그렇게 신기한가?	0
신기하네	신기한거 알려줄까?	0
신기하네	우와 그것 참 신기하군	1
신기하네	이거 기하문제네	0
신기하네	참으로 신기하네	1
신기하네	신기하군요	1
신기하네	신거 같은데?	0
신난다	신이 난다 신이 나	1
신난다	신나지?	0
신난다	화난다 화나	0
신난다	신라면 먹으니까 신난다	<
신난다	신맛 난다	0
신난다	신났네 신났어	0
일어나	일어났어?	0
일어나	일어나시지요	1
일어나	일어나 배워볼까	0
일어나	이어나가고 있어	0
일어나	자기야 일어나요	1
일어나	앉아	0
일어나	이제 자러 가	0
그러게	그러게 말이야	1
그러게	흠 그러게요	1
그러게	그런가? 흠흠	0
그러게	그렇게 맛있어?	0
그러게	그렇게 하지 말아줘	0
궁금하다	궁금하지? 헤헤	0
궁금하다	궁금하게 만들거야	0
궁금하다	궁금한게 딱히 없어	0
궁금하다	궁금한걸	1
궁금하다	나한테 궁금한거 없니?	0
아프지 마	아프지?	0
아프지 마	아프지 않아?	0
아프지 마	안 아프지 이건?	0
아프지 마	흑 아프지 말아요	1
비밀이야	비밀이지롱	1
비밀이야	딱히 비밀은 아니고	0
비밀이야	비밀이니?	0
비밀이야	뭐 이렇게 비밀이 많아	0
비밀이야	알려주세요	0
화났어?	왜 화났어?	0
화났어?	화나지 말아요	0
화났어?	뭐가 나아?	0
날씨 좋다	날씨가 좀 별로다	0
날씨 좋다	온도가 높다	0
날씨 좋다	난 너가 좋다	0
날씨 좋다	흠 날씨가 좋네요 오늘	1
날씨 좋다	날씨 좋아졌으면 좋겠다	0
밥 사줘	밥 사줄까?	0
밥 사줘	점심 사줘	<
밥 사줘	나 가방 사줘	0
술 사줘	술 사주세요오	1
술 사줘	고기 사줘	0
술 사줘	스시 사주라	0
자장자장	쫄래쫄래	0
자장자장	나는 자장면 먹을래	0
자장자장	자장가 불러주세요	0
너 나이가 어떻게 돼?	혹시 나이가 어떻게 되시나요?	1
내 질문에 대답해	내 질문에 대답해랏	1
내 질문에 대답해	아 빨리 물어본거에 대답해줘	1
너는 누구야?	당신은 누구십니까?	1
너는 누구야?	난 과연 누굴까?	0
너는 누구야?	어머님이 누구니?	0
너 짜증난다	너 귀엽다	0
너 짜증난다	짜증난다 너	1
좋은 아침이야	흐흐 좋은 아침이예요	1
좋은 아침이야	굿모닝	1
좋은 아침이야	굿모닝입니다	1
좋은 아침이야	굿나잇	0
좋은 아침이야	굿애프터눈	0
좋은 아침이야	오늘 아침은 기분이 안좋아	0
좋은 아침이야	내일 아침도 기분 좋길	0
우리 친구 맞지?	야 우리 친구 맞는거지?	1
우리 친구 맞지?	우리는 친구 맞죠?	1
나 지금 되게 화나	나 지금 굉장히 화나는걸	1
나 지금 되게 화나	나 지금 엄청 화난다	1
나랑 얘기좀 해	저랑 지금 얘기좀 하시죠	1
나랑 얘기좀 해	나랑 얘기 잠깐 하자	1
별로 얘기하고 싶지 않아	나중에 얘기해줄게	0
별로 얘기하고 싶지 않아	아 별로 얘기 안하고싶어	1
별로 얘기하고 싶지 않아	너에게라면 얘기해줄 수 있어	0
오늘 내 생일이야	오늘 내가 태어난 날이야	1
오늘 내 생일이야	오늘 니 생일이야?	0
오늘 내 생일이야	해피 버스데이	0
오늘 내 생일이야	사실 저 오늘 생일이에요	1
나 이제 자러 간다	저 이제 자러갑니다	1
너 혈액형이 뭐야?	너 형 있어?	0
너 혈액형이 뭐야?	너 혈액형이 어떻게 돼?	1
너 혈액형이 뭐야?	내 혈액형이 뭐게?	0
너는 무슨 신을 믿어?	혹시 어떤 신을 믿으세요?	1
뭐하고 있어?	무엇을 하고 계신지요	1
뭐하고 있어?	지금 티비에서 뭐하고 있어?	0
고양이 귀엽지 나도 좋아해	아 강아지 귀엽지 나도 좋아해	0
고양이 귀엽지 나도 좋아해	고양이 귀엽나? 나는 별로	0
고양이 귀엽지 나도 좋아해	저도 좋아해요 고양이 귀엽잖아요	1
고양이 귀엽지 나도 좋아해	으으 고양이 귀엽죠 저도 진짜 좋아해요	1
치킨 먹고 싶다	치킨 먹고 싶드아	1
치킨 먹고 싶다	치킨.. 치킨이 먹고 싶어	1
나 너무 살찐 것 같아	아 나 너무 살찐거같애	1
나 너무 살찐것 같아	나 너무 살 빠진 것 같아	0
아 운동가기 귀찮다	흐 운동 가기 귀찮아요	1
아 운동가기 귀찮다	으 출근하기 귀찮다	0
나 오늘 과제 때문에 밤샐거 같아	저 오늘 과제 때문에 밤샐듯?	1
나 오늘 과제 때문에 밤샐거 같아	나 오늘 밤샐듯.. 과제 땜시	1
햄버거는 언제 먹어도 맛있어	햄버거는 언제 먹어도 맛있지 음음	1
햄버거는 언제 먹어도 맛있어	햄버거는 진짜 언제 먹어도 맛있는것 같아	1
나 헬스장 등록했어	저 헬스장 등록했어용	1
나 헬스장 등록했어	나 헬스장 등록했다!! 히히 칭찬해줘	<
나 헬스장 등록했어	헬스장 등록했어 나	1
시험 완전 망했어	아 시험 진짜 족쳤어	1
시험 완전 망했어	시험 완전 잘봤다	0
과제 하기 싫다	과제 하고 싶다	0
과제 하기 싫다	으으 과제 완전 하기 싫으다	1
과제 하기 싫다	숙제 하기 싫어요 흑흑	1
다시는 이런 일 없도록 할게	이런 일 다시는 없을거야	1
다시는 이런 일 없도록 할게	이런 일 다시는 없을거라고 약속해요	1
잘 부탁해	히히 잘 부탁드립니다	1
요즘 체력이 너무 약해진 것 같아	요즘 체력이 좀 괜찮아진 것 같아	0
요즘 체력이 너무 약해진 것 같아	흠 요즘 체력이 좀 약해진것 같은걸	1
오늘 간 식당 너무 별로였어	으 오늘 간 식당 좀 별로였어요	1
오늘 간 식당 너무 별로였어	오늘 밥먹으러 간 곳이 좀 별로였음	1
오늘 간 식당 너무 별로였어	오늘 간 식당 너무너무 좋았어	0
오늘 간 식당 너무 별로였어	오늘 간 식당 너도 별로였니?	0
벌써 새벽 세시네	와 벌써 시간이 새벽 세시네요	1
오늘 월급날이다!	히히히 오늘 월급날이야!!	1
오늘 월급날이다!	오늘 월급 나오는 날이얌	1
오늘 월급날이다	월급이 왤케 밀리냐	0
남자친구랑 헤어졌어	저 음 남자친구랑 헤어졌음요	1
여자친구랑 헤어졌어	남자친구랑 헤어졌어	0
남자친구랑 헤어졌어	남자친구랑 다시 만나	0
아이폰 사고싶다	갤럭시S8 사고싶다	0
아이폰 사고싶다	음 나 아이폰 사보고 싶다	1
어디 여행 가고 싶다	으으 어디 여행이라도 가고 싶어	1
어디 여행 가고 싶다	너는 어디 여행 가고 싶어?	0
어디 여행 가고 싶다	저 여행 어디라도 가고 싶어요	1
어디 여행 가고 싶다	가고 싶으다 여행	1
고양이 키우고 싶다	나 고양이 키우고 싶어	1
고양이 키우고 싶다	강아지 키워보고 싶다	0
고양이 키우고 싶다	고양이 키워보고 싶어요!	1
크리스마스에 눈 오면 좋겠다	크리스마스에 눈 오면 좋을 것 같아요	1
크리스마스에 눈 오면 좋겠다	크리스마스에 비나 와버려라	0
출근 안하고 그냥 쉬고싶다	출근이고 뭐고 때려치고 그냥 쉬고 싶어	1
출근 안하고 그냥 쉬고싶다	쉬고 싶당 일 안나가고	1
출근 안하고 그냥 쉬고싶다	출근 안하고 그냥 집에서 쉬고싶어요	<
빨리 졸업하고 싶다	으 빨리 졸업이나 하고싶어	1
독일가서 맥주 마시고 싶다	독일가서 맥주 마셔보고 싶당	1
독일가서 맥주 마시고 싶다	일본가서 맥주 마시고 싶다	0
시험 망쳐서 우울해	나 우울해.. 시험 망쳐서	1
친구 부모님이 돌아가셨대	헐.. 친구네 부모님이 돌아가셨대	1
난 잘하는게 없어	에휴 난 잘하는게 없는듯 해	1
새벽에 한시간마다 깼어	새벽에 계속 깼어	>
새벽에 한시간마다 깼어	으 밤에 한시간마다 깼어	1
난 잘하는게 없어	전 잘하는게 없는것 같아요	1
나 오늘 고백했는데 차였어	나 오늘 고백했는데 상대가 받아줬어	0
나 오늘 고백했는데 차였어	저 오늘 썸남한테 고백했는데 가볍게 차였어요 하하	1
나 오늘 고백했는데 차였어	너한테 고백하면 어떻게 돼?	0
전남친이 자꾸 연락한다	아 전 남자친구한테 자꾸 연락오네	1
전남친이 자꾸 연락한다	전여친이 자꾸 연락해	0
전남친이 자꾸 연락한다	계속 전남친한테 연락온다	1
이따가 은행 갔다와야해	으 이따 은행 갔다와야함	1
이따가 은행 갔다와야해	조금 이따가 은행 갔다와야 해요	1
오늘 영화 보러갈거야	오늘 너 보러갈거야	0
오늘 영화 보러갈거야	오늘 어벤저스 보러 갈거야	<
올해에는 꼭 연애할거야	올해에는 꼭 연애하고야 말겠어	1
나 치킨 먹을거야	저 치킨 먹으려구요	1
난 절대로 애는 안낳을거야	전 절대로 애 안낳을겁니다	1
난 절대로 애는 안낳을거야	난 애 안낳을겨 절대로	1
난 절대로 애는 안낳을거야	나는 애 낳을 생각 절대 없어	1
이제 봄인가봐	이제 겨울이네	0
이제 봄인가봐	이제 봄인가봐 날씨가 따뜻해졌어	<
이제 봄인가봐	우와 봄인가봐요 이제	1
하늘이 진짜 파랗다	하늘이 정말 파랗네요	1
하늘이 진짜 파랗다	너 입술이 진짜 파래	0
하늘이 진짜 파랗다	하늘이 진짜 빨갛군	0
하늘이 진짜 파랗다	와 하늘 정말 파랗다	1
사람들이 나 김태희 닮았대	크크 사람들이 저 김태희랑 닮았대요	1
사람들이 나 김태희 닮았대	사람들이 저 김태희랑 닮았다는데요?	1
너랑 얘기하는거 재밌다	너랑 얘기하는거 진짜 재밌어	1
너는 말을 예쁘게 해서 좋아	당신은 말을 참 예쁘게 하셔서 좋은 것 같아요	1
쓸데없는 소리 하지마	쓸데 없는 소리 하시지 마시죠	1
쓸데없는 소리 하지마	쓸데없는 말 하지 말아주세요	1
제주도 간지 오래됐다	제주도 간지 얼마 안됐지	0
제주도 간지 오래됐다	제주도 간지 오래되긴 했다	1
제주도 간지 오래됐다	오래되긴 했네 제주도 갔다온지	1
제주도 간지 오래됐다	여행 간지 오래됐다	>
헛소리 좀 그만해	으 헛소리좀 그만 하세요	1
헛소리 좀 그만해	헛소리좀 제발 그만해라	1
사고싶은게 너무 많아	으 사고싶은게 너무너무 많아서 어쩌지	<
나 갖고싶은게 있어	저.. 사실 가지고 싶은게 하나 있어요	1
나 갖고싶은게 있어	나 갖고싶은거 있는데 말해도 돼?	<
저녁을 먹을까 말까?	밥을 먹을까요 말까요?	>
저녁을 먹을까 말까?	저녁을 먹을까 말까	1
저녁을 먹을까 말까?	음 저녁을 먹을까 먹지 말까	1
말 좀 예쁘게 해	말 조금만 예쁘게 해주세요	1
말 좀 예쁘게 해	평소에 좀 예쁘게 해봐	0
모기 때문에 짜증나 죽겠네	사장님 때문에 짜증나 죽겠어	0
모기 때문에 짜증나 죽겠네	으으 짜증나 죽겄네 모기때문에	1
오늘 기분은 좀 어때?	오늘은 기분 좀 어때요?	1
오늘 기분은 좀 어때?	오늘 기분은 좀 어때요?	1
왜 자꾸 배가 나오지?	흠 왜 자꾸만 배가 나오는걸까	1
왜 자꾸 배가 나오지?	왜 배가 자꾸 나오기만 하지?	1
왜 자꾸 배가 나오지?	배가 자꾸 나오기만 하네 왜지?	1
나 남자랑 술마시러 가도 돼?	나 있자나 남자랑 술마시러 가도 될까?	1
나 남자랑 술마시러 가도 돼?	있잖아 나 남자랑 술마시러 가려는데 괜찮아?	1
주변에 소개팅 해줄만한 사람 없어?	주변에 소개팅 시켜줄만한 사람 없어요?	1
트와이스 중에 누구 제일 좋아해?	트와이스 중에 누구 제일 좋아하시나요?	1
트와이스 중에 누구 제일 좋아해?	소녀시대 중에 누구 제일 좋아해요?	0
내가 대박사건 하나 알려줄까?	제가 대박인거 하나 알려드릴까요?	1
엄마가 좋아 아빠가 좋아?	아빠가 좋아 엄마가 좋아?	1
엄마가 좋아 아빠가 좋아?	엄마가 아빠보다 좋아?	0
넌 무슨 음악 좋아해?	어떤 장르의 음악 좋아하시나요?	1
넌 무슨 음악 좋아해?	평소에 무슨 음악 들어?	1
혹시 나한테 섭섭한거 없지?	혹시 저한테 섭섭한거 있는건 아니죠?	1
요새 티비 뭐봐?	요즘은 티비 프로 뭐 보세요?	1
요새 티비 뭐봐?	요새는 티비 뭐 봐?	1
왜 자꾸 거짓말 해?	왜 자꾸 거짓말하는거야?	1
왜 자꾸 거짓말 해?	자꾸 거짓말만 할거야?	0
왜 자꾸 거짓말 해?	왜 자꾸 거짓말 하시는거예요	1
나랑 에버랜드 갈래?	나랑 롯데월드 갈래?	0
영원한 사랑이 가능하다고 생각해?	너는 영원한 사랑이란게 가능하다고 생각하니?	1
그렇게 밖에 말 못해?	너는 그렇게밖에 말 못하니?	1
그렇게밖에 말 못해?	그렇게밖에 말 못하시는거예요?	1
나랑 에버랜드 갈래?	음 언제 한번 저랑 에버랜드 가실래요?	1
겨울왕국 봤어?	혹시 겨울왕국 보셨어요?	1
너는 어떤 음식 좋아해?	혹시 뭐 어떤 음식 좋아하시나요?	1
나 지금 너무 배고파	지금 저 너무너무 배고파요	1
오늘 지각했지롱	오늘 지각 안했다 후하	0
미안해	으헝 미안해유	1
배아프다	으앙 배아파	1
배아프다	배고프다	0
회의 너무 오래했다	회의 좀 오래 하게 될것 같아	0
새로운 한주의 시작이네	새로운 하루의 시작이네요	0
오늘 영화 보고 왔어	오늘 친구랑 영화 보고 왔어요	<
비 왔었어	비 왔었어?	0
오늘 영화 보고 왔어	오늘 영화 안보게 됐어	0
너랑 얘기하는거 재미있다	너랑 얘기하는거 재미없다	0
치킨 먹었어	치킨 먹고 싶드아	0
너는 솔로야?	나는 남자친구 있어	0
거짓말이야	거짓말 아니야	0
오늘 내 생일이야	오늘 내 생일 아니야	0
나 바빠	나 안 바빠	0
회사 많이 힘들지?	회사 너무 힘드네	0
비 왔었어	비 안온다	0
사랑해	난 안 사랑해	0
아이폰 사고싶다	아이폰 사고 싶진 않아	0
노래 너무 좋네	우와 노래 너무 좋아요	1
갖고싶은거 있어?	저 가지고싶은거 있어요	0
그냥 휴학하고 싶다	걔는 휴학하고 싶대요	0
고백했는데 차였어	나 오늘 고백했는데 차였어	<
맛있다	맛없다	0
오늘 회사 분위기 진짜 살벌했어	휴 오늘 회사 분위기가 정말 살벌했었어요	1
오늘 회사 분위기 진짜 살벌했어	와;; 사무실 분위기 오늘 완전 살벌했어	1
오늘 야근 안할듯	오늘 야근 할듯해	0
오늘 야근 안할듯	오늘 또 회식한대	0
훗	아	0
